216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:00:40,0.0,2.0682615360125745,72.578125
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:00:44,4.9,2.071044449812376,72.67578125
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:00:52,3.6,2.0705991836044078,72.66015625
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:00:56,4.9,2.0718236656763205,72.703125
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:01:03,3.7,2.074717896028114,72.8046875
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:01:08,3.6,2.0753857953400665,72.828125
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:01:15,3.8,2.075831061548035,72.84375
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:01:20,3.9,2.0800610905237336,72.9921875
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:01:28,4.0,2.0876306160591938,73.2578125
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:01:35,3.6,2.3212840586905386,81.45703125
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:01:40,3.2,2.212639103946283,77.64453125
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:01:48,3.8,2.213640952914212,77.6796875
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:01:52,2.8,2.2137522694662035,77.68359375
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:02:00,4.5,2.2138635860181957,77.6875
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:02:05,3.6,2.2138635860181957,77.6875
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:02:13,2.9,2.213974902570188,77.69140625
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:02:18,3.2,2.21408621912218,77.6953125
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:02:25,4.8,2.212973053602259,77.65625
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:02:29,3.9,2.2137522694662035,77.68359375
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:02:37,3.3,2.2157559674020613,77.75390625
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:02:41,3.9,2.218984147409831,77.8671875
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:02:49,4.0,2.218984147409831,77.8671875
216,TomTaw.eWord.AutomaticTeller.ReportTeller.exe,2020-07-03 17:02:53,4.0,2.218984147409831,77.8671875
